v1,city_id,city,year,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v8,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted,lg101214,urban_population,total_population,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,agri_gdp,nonagri_gdp,non_agri_share,agri_gdp_empgr,nonagri_gdp_empgr,ln_total_population,urban_pop_percent
76,130200,唐山市,2017,6.2967358,8.6783762,11.252579,6014,130000,Hebei (province),8.6507282,6.2308946,11.207649,8.7359295,4,3,,2,2,,1.0562131,1.2009966,1.3062261,9.2642393,3426336.5,7824451,2.1700001,42.580002,55.25,.16,97.830002,-.16,508.2099,5714.3066,.91832727,81.313583,-914.28906,15.872765,.4379012
77,130200,唐山市,2018,6.3426995,8.7415228,11.310615,6385,130000,Hebei (province),8.6752167,6.2668676,11.2208,8.7613611,4,3,,2,2,,1.0551044,1.1973816,1.3033828,9.2671881,3372042.5,7855254,1.88,43.810001,54.310001,-.28999999,98.120003,.28999999,526.82458,5855.9683,.91746175,-152.77913,1698.2307,15.876693,.42927223
78,130200,唐山市,2019,6.388237,8.8034601,11.367722,6756,130000,Hebei (province),8.6858568,6.3174467,11.264743,8.7753592,4,3,,2,2,,1.0540134,1.1938649,1.3006166,9.2678213,3403762,7883191,1.74,40.82,57.43,-.14,98.25,.13,554.15625,5918.6094,.91438645,-77.581879,769.41919,15.880243,.43177465
79,130200,唐山市,2020,6.4336505,8.8649397,11.424493,7127,130000,Hebei (province),8.6819916,6.3838997,11.290086,8.7777109,4,3,,2,2,,1.0529381,1.1904293,1.2979084,9.2662888,3306081.3,7906334,,,,,,,592.23273,5895.7769,.90871888,,,15.883175,.41815603
80,130300,秦皇岛市,2001,4.0152454,5.6160812,9.4391193,76,130000,Hebei (province),5.5499325,3.9901817,9.3766689,5.7407084,8,6,28,3,3,19,1.035048,1.0211055,1.0549291,8.8390598,872542.56,2773511.3,.91000003,39.02,60.07,.0099999998,99.089996,-.0099999998,54.064713,257.22018,.82631761,.54064709,-2.5722017,14.835625,.31459853
81,130300,秦皇岛市,2002,4.0887346,5.7378058,9.5503931,447,130000,Hebei (province),5.6173763,4.0521779,9.4349384,5.8072085,8,6,28,3,3,19,1.0342653,1.0194073,1.0539519,8.8366375,861590.69,2791178.8,.81999999,37.700001,61.48,-.090000004,99.18,.090000004,57.522598,275.16647,.82709801,-5.1770339,24.764984,14.841974,.30868345
82,130300,秦皇岛市,2003,4.1621609,5.859365,9.6615105,818,130000,Hebei (province),5.7544351,4.1079845,9.5459127,5.9306822,8,6,28,3,3,19,1.0334995,1.017789,1.0530118,8.8334446,1064283.3,2845385,.87,37,62.130001,.050000001,99.129997,-.050000001,60.824005,315.58722,.83841074,3.0412004,-15.779361,14.861209,.3740384
83,130300,秦皇岛市,2004,4.2353706,5.9802918,9.772027,1189,130000,Hebei (province),5.8833857,4.2461329,9.6901541,6.0611248,8,6,28,3,3,19,1.0327377,1.0162315,1.0521041,8.8270731,1070985,2870336.3,1.0599999,36.23,62.720001,.19,98.949997,-.18000001,69.834831,359.02271,.83716077,13.268618,-64.624092,14.86994,.3731218
84,130300,秦皇岛市,2005,4.308074,6.0998588,9.8812094,1560,130000,Hebei (province),6.0323772,4.2942033,9.8153133,6.1943612,8,6,28,3,3,19,1.0319605,1.0147054,1.0512197,8.8197384,1080928.4,2886811.8,.97000003,35.59,63.439999,-.090000004,99.029999,.079999998,73.273811,416.70447,.85045499,-6.5946431,33.336357,14.875663,.37443674
85,130300,秦皇岛市,2006,4.3800087,6.2170935,9.9881182,1931,130000,Hebei (province),6.267251,4.3405051,10.040784,6.4031982,8,6,28,3,3,19,1.0311402,1.0131636,1.0503584,8.8145494,1115792,2904880,.92000002,35.189999,63.889999,-.050000001,99.080002,.050000001,76.746292,527.02661,.8728888,-3.8373146,26.351332,14.881903,.3841095
86,130300,秦皇岛市,2007,4.4508772,6.3308573,10.091651,2302,130000,Hebei (province),6.373611,4.4284554,10.134056,6.5072365,8,6,28,3,3,19,1.0302418,1.0115496,1.0495224,8.805171,1155139.8,2924167.5,.81999999,35.240002,63.939999,-.1,99.18,.1,83.801872,586.17065,.87491745,-8.380187,58.617065,14.88852,.39503202
87,130300,秦皇岛市,2008,4.5202837,6.440135,10.190836,2673,130000,Hebei (province),6.499001,4.5241518,10.248989,6.6289606,8,6,28,3,3,19,1.0292443,1.0098293,1.0487132,8.7972002,1170144.8,2942636.3,.70999998,35.75,63.549999,-.11,99.300003,.12,92.217674,664.47748,.87813103,-10.143944,79.737297,14.894816,.39765185
88,130300,秦皇岛市,2009,4.5877757,6.5440197,10.284807,3044,130000,Hebei (province),6.6525173,4.590559,10.403254,6.7722583,8,6,28,3,3,19,1.0281339,1.0079802,1.047929,8.7906637,1184148.5,2961606.5,.49000001,37.009998,62.5,-.22,99.510002,.20999999,98.549507,774.73212,.88715035,-21.680891,162.69374,14.901242,.39983317
89,130300,秦皇岛市,2010,4.6529117,6.6417513,10.372845,3415,130000,Hebei (province),6.7750959,4.690187,10.500101,6.8922729,8,6,28,3,3,19,1.0269037,1.005993,1.0471742,8.7839117,1192151.9,2943276,.67000002,37.549999,61.779999,.18000001,99.330002,-.18000001,108.87354,875.76337,.88942772,19.597237,-157.63741,14.895034,.4050425
90,130300,秦皇岛市,2011,4.7152557,6.7328396,10.454526,3786,130000,Hebei (province),6.9197845,4.794003,10.636548,7.0325236,8,6,28,3,3,19,1.0255647,1.0038838,1.0464534,8.7725325,1188917.5,2956927.8,.44,37.549999,62.009998,-.23,99.559998,.23,120.78391,1012.1019,.89338386,-27.780298,232.78345,14.899661,.40207866
91,130300,秦皇岛市,2012,4.7744651,6.8171301,10.529743,4157,130000,Hebei (province),6.9996834,4.8934088,10.706619,7.1145201,8,6,28,3,3,19,1.0241351,1.0016797,1.0457689,8.7542162,1356889.1,3012097,.27000001,40.900002,58.830002,-.17,99.730003,.17,133.40756,1096.286,.89151156,-22.679285,186.36862,14.918147,.45047989
92,130300,秦皇岛市,2013,4.8303952,6.8949342,10.598846,4528,130000,Hebei (province),6.9579787,4.9314036,10.649175,7.0817757,8,6,28,3,3,19,1.0226458,.99942321,1.0451224,8.7374191,1389609.6,3026571.3,.25999999,38.5,61.240002,-.0099999998,99.739998,.0099999998,138.57388,1051.506,.88355917,-1.3857388,10.515059,14.922941,.45913661
93,130300,秦皇岛市,2014,4.8831973,6.9670196,10.662627,4899,130000,Hebei (province),7.0015988,4.9320664,10.694041,7.1204877,8,6,28,3,3,19,1.0211364,.99716866,1.044517,8.7201548,1367419,3041348.5,.40000001,36.27,63.330002,.14,99.599998,-.14,138.66576,1098.3879,.88790643,19.413206,-153.77431,14.927812,.44960943
94,130300,秦皇岛市,2015,4.9332767,7.0343122,10.722002,5270,130000,Hebei (province),7.023231,4.9733791,10.70336,7.1443453,8,6,28,3,3,19,1.0196325,.99494916,1.0439534,8.7019348,1380658.3,3067799.8,.22,35.279999,64.5,-.18000001,99.779999,.18000001,144.5144,1122.4073,.88593262,-26.012594,202.03333,14.936471,.45004836
95,130300,秦皇岛市,2016,4.9811592,7.0978241,10.777967,5641,130000,Hebei (province),7.0513682,4.9929724,10.726467,7.1715117,8,6,28,3,3,19,1.0181477,.99278086,1.0434247,8.6913462,1390483.6,3081390.3,.13,34.060001,65.809998,-.090000004,99.870003,.090000004,147.37383,1154.4373,.88679326,-13.263645,103.89936,14.940891,.45125204
96,130300,秦皇岛市,2017,5.027472,7.1585398,10.831472,6012,130000,Hebei (province),7.1318932,4.9604373,10.793331,7.2398605,8,6,28,3,3,19,1.0166863,.99066716,1.0429238,8.6818924,1403629.3,3090491.8,.16,32.07,67.769997,.029999999,99.839996,-.029999999,142.65616,1251.2435,.8976568,4.2796845,-37.537304,14.943841,.45417666
97,130300,秦皇岛市,2018,5.0728717,7.2173276,10.883337,6383,130000,Hebei (province),7.1723709,4.9965796,10.824188,7.2798958,8,6,28,3,3,19,1.015246,.98860294,1.0424415,8.6747618,1415517.1,3102557.8,.17,32.709999,67.110001,.0099999998,99.82,-.02,147.9064,1302.9301,.89805442,1.479064,-26.058601,14.947738,.456242
98,130300,秦皇岛市,2019,5.1178474,7.2749887,10.934286,6754,130000,Hebei (province),7.1741343,5.0490499,10.838655,7.2869477,8,6,28,3,3,19,1.0138253,.98658413,1.041971,8.6685143,1422565.3,3113607.3,.13,31.67,68.199997,-.039999999,99.870003,.050000001,155.8743,1305.2296,.89331746,-6.234972,65.261482,14.951292,.45688653
99,130300,秦皇岛市,2020,5.1626968,7.3322129,10.984898,7125,130000,Hebei (province),7.1573629,5.1122398,10.849669,7.2790179,8,6,28,3,3,19,1.0124228,.98460698,1.0415094,8.6595764,1380666.6,3123100.3,,,,,,,166.04184,1283.5217,.88545388,,,14.954337,.44208208
100,130400,邯郸市,2001,4.8664017,6.455236,8.994236,73,130000,Hebei (province),6.3799176,4.8334374,8.9218903,6.5730114,10,4,4,3,2,4,.98626423,1.1736791,1.2785542,9.215148,2855321.8,8478085,.72000003,51.880001,47.400002,.02,99.279999,-.02,125.64211,589.87909,.82440478,2.5128419,-11.797582,15.952995,.33678854
101,130400,邯郸市,2002,4.9402823,6.5760207,9.104434,444,130000,Hebei (province),6.5107937,4.8996816,9.0487919,6.6928363,10,4,4,3,2,4,.9859699,1.1683288,1.273455,9.2170572,2832130.5,8517869,.72000003,50.57,48.709999,0,99.279999,0,134.24702,672.35986,.83356571,0,0,15.957677,.33249286
102,130400,邯郸市,2003,5.01408,6.6966171,9.2144508,815,130000,Hebei (province),6.5444036,4.9813666,9.0475636,6.7346096,10,4,4,3,2,4,.98567718,1.1632222,1.2685442,9.2210588,2926990,8644664,.83999997,48.860001,50.299999,.12,99.160004,-.12,145.67332,695.3418,.82678872,17.480799,-83.441017,15.972453,.33858922
103,130400,邯郸市,2004,5.0876122,6.8166742,9.323967,1186,130000,Hebei (province),6.7383003,5.103786,9.2621288,6.9164858,10,4,4,3,2,4,.98538536,1.1583581,1.2638085,9.2220793,3038971,8729930,.82999998,48.110001,51.060001,-.0099999998,99.169998,.0099999998,164.64407,844.12476,.8367871,-1.6464407,8.441247,15.982268,.34810942
104,130400,邯郸市,2005,5.1606116,6.9354596,9.4322453,1557,130000,Hebei (province),6.9055443,5.1459904,9.4071894,7.0643597,10,4,4,3,2,4,.9850722,1.1537068,1.2592487,9.2225885,3073941.5,8780119,.77999997,46.799999,52.419998,-.050000001,99.220001,.050000001,171.74149,997.79144,.85315377,-8.5870743,49.889572,15.988001,.35010248
105,130400,邯郸市,2006,5.2328544,7.0520453,9.538394,1928,130000,Hebei (province),7.0937414,5.1930323,9.5815458,7.233036,10,4,4,3,2,4,.98471212,1.1492308,1.2548771,9.2232151,3199054,8833636,.66000003,46.709999,52.630001,-.12,99.339996,.12,180.01358,1204.4055,.86997175,-21.601629,144.52866,15.994078,.36214465
106,130400,邯郸市,2007,5.3040776,7.1654291,9.6414576,2299,130000,Hebei (province),7.1925044,5.2682376,9.6665516,7.3287668,10,4,4,3,2,4,.98428226,1.1448982,1.2507082,9.2225838,3288625.3,8886503,.61000001,45.639999,53.75,-.050000001,99.389999,.050000001,194.07362,1329.4285,.87261349,-9.703681,66.471428,16.000044,.37006968
107,130400,邯郸市,2008,5.3739204,7.2747126,9.740591,2670,130000,Hebei (province),7.3400722,5.3775973,9.8057728,7.4715481,10,4,4,3,2,4,.98377085,1.1406931,1.2467582,9.2232361,3328924.3,8941084,.54000002,42.720001,56.75,-.07,99.470001,.079999998,216.50146,1540.8232,.87680054,-15.155103,123.26585,16.006166,.37231776
108,130400,邯郸市,2009,5.4419322,7.379065,9.8350096,3041,130000,Hebei (province),7.4620552,5.4392266,9.9254065,7.5862894,10,4,4,3,2,4,.9831692,1.1366029,1.2430335,9.2237377,3352660.3,8998670,.47,40.549999,58.98,-.07,99.529999,.059999999,230.26404,1740.7219,.88317317,-16.118483,104.44331,16.012587,.37257287
109,130400,邯郸市,2010,5.5076704,7.477819,9.9240932,3412,130000,Hebei (province),7.5926371,5.5453973,10.031096,7.7140498,10,4,4,3,2,4,.98247772,1.1326281,1.2395444,9.2237263,3362983,8941074,.44,39.439999,60.119999,-.029999999,99.559998,.029999999,256.05627,1983.5374,.8856684,-7.6816878,59.506119,16.006166,.37612742
110,130400,邯郸市,2011,5.5706868,7.5705147,10.007446,3783,130000,Hebei (province),7.7225704,5.6508417,10.151073,7.8412132,10,4,4,3,2,4,.98170716,1.1287833,1.2362987,9.2221718,3312058,8982511,3.6400001,38.040001,58.32,3.2,96.360001,-3.2,284.53085,2258.7581,.88812482,910.49872,-7228.0259,16.01079,.36872295
111,130400,邯郸市,2012,5.6306272,7.6569796,10.084941,4154,130000,Hebei (province),7.8090611,5.7487516,10.228546,7.928988,10,4,4,3,2,4,.98087311,1.1250836,1.2332972,9.2206259,3394548.8,9235770,.11,38.439999,61.450001,-3.53,99.889999,3.53,313.79868,2462.8169,.88698518,-1107.7094,8693.7432,16.038595,.36754367
112,130400,邯郸市,2013,5.6873379,7.737421,10.156811,4525,130000,Hebei (province),7.8263917,5.7773018,10.23597,7.9475932,10,4,4,3,2,4,.97999531,1.121542,1.2305336,9.217804,3468822.5,9279322,.23999999,49.959999,49.799999,.13,99.760002,-.13,322.88681,2505.8711,.88585562,41.975285,-325.76324,16.043299,.37382284
113,130400,邯郸市,2014,5.7409606,7.8124261,10.223644,4896,130000,Hebei (province),7.8885903,5.7972879,10.301298,8.0050621,10,4,4,3,2,4,.979096,1.1181692,1.2279929,9.2106762,3513649,9320702,.20999999,48.849998,50.939999,-.029999999,99.790001,.029999999,329.40497,2666.6821,.89005494,-9.8821487,80.000465,16.047749,.37697259
114,130400,邯郸市,2015,5.7918611,7.8828053,10.286232,5267,130000,Hebei (province),7.8874755,5.8343506,10.285559,8.0082169,10,4,4,3,2,4,.97819197,1.114962,1.2256424,9.2052002,3584854,9401751,.22,46.580002,53.189999,.0099999998,99.769997,-.02,341.84265,2663.7109,.88626301,3.4184265,-53.274216,16.056406,.38129643
115,130400,邯郸市,2016,5.8405466,7.9495587,10.345555,5638,130000,Hebei (province),7.8986888,5.8687859,10.290055,8.0220985,10,4,4,3,2,4,.97729963,1.1119139,1.2234443,9.1993818,3625534.5,9443381,.22,46.68,53.099998,0,99.779999,.0099999998,353.81912,2693.748,.88390112,0,26.937479,16.060825,.38392335
116,130400,邯郸市,2017,5.8876309,8.0136986,10.402596,6009,130000,Hebei (province),7.9646378,5.8164382,10.340803,8.0750103,10,4,4,3,2,4,.97643024,1.1090121,1.2213594,9.1861267,3662740,9479909,.27000001,37.150002,62.580002,.050000001,99.730003,-.050000001,335.77396,2877.3867,.89550042,16.788698,-143.86934,16.064686,.38636869
117,130400,邯郸市,2018,5.9337983,8.0761099,10.458196,6380,130000,Hebei (province),8.0110722,5.8554649,10.378218,8.1206732,10,4,4,3,2,4,.97558695,1.1062357,1.2193563,9.1850195,3705960,9516921,.1,37.630001,62.279999,-.17,99.910004,.18000001,349.13718,3014.147,.8961916,-59.353321,542.54645,16.068583,.38940746
118,130400,邯郸市,2019,5.9795542,8.1375551,10.513043,6751,130000,Hebei (province),8.0443859,5.8958874,10.423803,8.154727,10,4,4,3,2,4,.97476768,1.1035595,1.2174106,9.1835737,3736912,9550696,.34,35.759998,63.889999,.23999999,99.650002,-.25999999,363.53928,3116.251,.89552838,87.249428,-810.22522,16.072124,.39127117
119,130400,邯郸市,2020,6.025209,8.1986332,10.567626,7122,130000,Hebei (province),8.051939,5.9847918,10.461711,8.1710958,10,4,4,3,2,4,.97396493,1.1009543,1.2155104,9.1797218,3806185.8,9580058,,,,,,,397.33978,3139.8774,.88766885,,,16.075193,.39730299
120,130500,邢台市,2001,4.5472493,5.8317237,8.7371645,79,130000,Hebei (province),5.779561,4.518959,8.6913557,6.0291386,10,5,10,3,3,8,.95807505,1.0603132,1.194703,9.3406687,1232906.1,6713626,1.15,38.75,60.099998,.050000001,98.849998,-.050000001,91.740051,323.6171,.77912974,4.5870028,-16.180855,15.719649,.18364236
121,130500,邢台市,2002,4.6212516,5.9537191,8.8483648,450,130000,Hebei (province),5.8974738,4.584362,8.8015289,6.1356888,10,5,10,3,3,8,.95823872,1.0577675,1.1912185,9.3398066,1218362.5,6750634.5,1.3,37.27,61.43,.15000001,98.699997,-.15000001,97.940681,364.11649,.78803343,14.691103,-54.617474,15.725147,.18048118
122,130500,邢台市,2003,4.6951833,6.0755839,8.9594507,821,130000,Hebei (province),5.9354534,4.6571579,8.8073168,6.18115,10,5,10,3,3,8,.95839959,1.055347,1.1878645,9.3392954,1338578.1,6870966,1.38,34.439999,64.169998,.079999998,98.610001,-.090000004,105.33628,378.21146,.78215951,8.4269018,-34.039032,15.742815,.19481659
123,130500,邢台市,2004,4.7688813,6.1970477,9.0701904,1192,130000,Hebei (province),6.1400981,4.7856874,9.0305281,6.3697004,10,5,10,3,3,8,.95856547,1.0530649,1.1846329,9.337328,1526233.3,6932389,1.1799999,34.52,64.290001,-.2,98.809998,.2,119.78368,464.09909,.79484981,-23.956736,92.819817,15.751715,.22015978
124,130500,邢台市,2005,4.8420873,6.3174882,9.1799726,1563,130000,Hebei (province),6.291244,4.8220196,9.158638,6.4983425,10,5,10,3,3,8,.95872563,1.0509079,1.1815251,9.3346958,1545780.3,6972252.5,1.05,33.93,65.019997,-.13,98.949997,.14,124.2157,539.82446,.81293947,-16.148041,75.575424,15.757449,.22170457
125,130500,邢台市,2006,4.9145861,6.4361424,9.288085,1934,130000,Hebei (province),6.4651923,4.8720417,9.3166714,6.6502471,10,5,10,3,3,8,.95887107,1.0488607,1.1785541,9.3322086,1627131.3,7011675,.97000003,33.93,65.099998,-.079999998,99.029999,.079999998,130.58727,642.38788,.83105892,-10.446981,51.391029,15.763087,.23206028
126,130500,邢台市,2007,4.9861107,6.5521808,9.3937645,2305,130000,Hebei (province),6.5567513,4.9466753,9.394556,6.7389665,10,5,10,3,3,8,.95899564,1.0469129,1.1757312,9.3300743,1659804.8,7057745,.97000003,33.669998,65.360001,0,99.029999,0,140.70638,703.9809,.83342195,0,0,15.769636,.23517494
127,130500,邢台市,2008,5.0562892,6.6648464,9.4963169,2676,130000,Hebei (province),6.6876922,5.057548,9.515624,6.8665924,10,5,10,3,3,8,.95909989,1.0450646,1.1730673,9.3287945,1678465.3,7101665.5,.83999997,34.669998,64.489998,-.13,99.160004,.13,157.20459,802.46814,.83618939,-20.436596,104.32085,15.77584,.23634811
128,130500,邢台市,2009,5.12465,6.7733946,9.5950508,3047,130000,Hebei (province),6.829031,5.1240292,9.655921,6.9960461,10,5,10,3,3,8,.95918143,1.043311,1.1705606,9.3284025,1689537.3,7147423.5,.51999998,35.700001,63.779999,-.31999999,99.480003,.31999999,168.01096,924.29474,.84618688,-53.763504,295.77432,15.782263,.23638409
129,130500,邢台市,2010,5.1907253,6.8771367,9.6893253,3418,130000,Hebei (province),7.0024791,5.2313523,9.8077965,7.1596036,10,5,10,3,3,8,.95923585,1.0416456,1.1682135,9.3271532,1703351.8,7102811,.46000001,34.860001,64.68,-.059999999,99.540001,.059999999,187.04558,1099.3552,.85459775,-11.222734,65.961311,15.776001,.23981375
130,130500,邢台市,2011,5.2540455,6.9755235,9.7786493,3789,130000,Hebei (province),7.1426201,5.3344698,9.9380035,7.2944455,10,5,10,3,3,8,.95926273,1.0400686,1.1660266,9.3252811,1684567.1,7138389,.41999999,35.259998,64.32,-.039999999,99.580002,.039999999,207.36278,1264.7378,.85913819,-8.2945108,50.589512,15.780997,.23598702
131,130500,邢台市,2012,5.3142433,7.0683198,9.8628283,4160,130000,Hebei (province),7.2484975,5.4329028,10.036902,7.3992777,10,5,10,3,3,8,.95927012,1.0385884,1.1639985,9.3231812,1718279,7131644.5,.27000001,45.849998,53.880001,-.15000001,99.730003,.15000001,228.81248,1405.9907,.86003667,-34.321873,210.89862,15.780052,.24093728
132,130500,邢台市,2013,5.371151,7.1557074,9.9420652,4531,130000,Hebei (province),7.216279,5.4747782,9.9897118,7.3777661,10,5,10,3,3,8,.95927525,1.0372224,1.1621222,9.3194256,1751706.8,7165009,.22,43.939999,55.84,-.050000001,99.779999,.050000001,238.59753,1361.4138,.85087758,-11.929877,68.070694,15.784719,.24448074
133,130500,邢台市,2014,5.4248981,7.2383184,10.017,4902,130000,Hebei (province),7.2835093,5.4837241,10.060355,7.4365172,10,5,10,3,3,8,.95930618,1.0359988,1.160387,9.3141632,1783719,7197176,.18000001,42.509998,57.310001,-.039999999,99.82,.039999999,240.74159,1456.0889,.85812277,-9.6296635,58.243553,15.789199,.24783596
134,130500,邢台市,2015,5.4758744,7.3169374,10.088392,5273,130000,Hebei (province),7.2999897,5.5134401,10.064192,7.4548864,10,5,10,3,3,8,.959378,1.0349244,1.1587751,9.3085566,1807977,7259284.5,.17,41.080002,58.759998,-.0099999998,99.839996,.02,248.00282,1480.2847,.85650373,-2.4800282,29.605692,15.797791,.24905719
135,130500,邢台市,2016,5.5246153,7.3924608,10.157106,5644,130000,Hebei (province),7.3435183,5.552309,10.103944,7.4977474,10,5,10,3,3,8,.95949769,1.0339921,1.1572648,9.3050547,1834463.4,7291439,.14,40.34,59.52,-.029999999,99.860001,.02,257.83221,1546.1423,.85707545,-7.7349663,30.922846,15.802212,.25159141
136,130500,邢台市,2017,5.5717506,7.4657431,10.22395,6015,130000,Hebei (province),7.4316936,5.4963937,10.178745,7.5665574,10,5,10,3,3,8,.95966184,1.0331808,1.1558316,9.2965317,1862948.3,7349541.5,.17,28.459999,71.370003,.029999999,99.830002,-.029999999,243.81108,1688.665,.87383491,7.3143325,-50.65995,15.810148,.25347817
137,130500,邢台市,2018,5.6179795,7.5375166,10.289597,6386,130000,Hebei (province),7.4855042,5.5358362,10.224199,7.6185665,10,5,10,3,3,8,.95985931,1.0324613,1.1544576,9.294117,1884455.1,7378238,.13,31.030001,68.839996,-.039999999,99.870003,.039999999,253.61978,1782.0223,.87541044,-10.144791,71.280891,15.814045,.25540721
138,130500,邢台市,2019,5.6638126,7.608428,10.354606,6757,130000,Hebei (province),7.5395727,5.5779386,10.292055,7.6711521,10,5,10,3,3,8,.9600774,1.0318029,1.1531271,9.2941513,1899973.3,7404623,.17,30.200001,69.629997,.039999999,99.830002,-.039999999,264.52573,1881.0261,.8767097,10.581029,-75.241043,15.817616,.25659284
139,130500,邢台市,2020,5.7095551,7.6789947,10.419374,7128,130000,Hebei (province),7.5410533,5.673315,10.323207,7.6846972,10,5,10,3,3,8,.96030128,1.0311747,1.1518313,9.2929392,1987034.5,7426103.5,,,,,,,290.99762,1883.8132,.86619633,,,15.820512,.26757431
140,130600,保定市,2001,5.0178757,6.4256439,8.8825407,70,130000,Hebei (province),6.3828745,4.9888296,8.8460398,6.6044726,10,4,2,3,2,2,.97401631,1.1682987,1.3183511,9.8524704,3245172.8,10805721,.69,37.799999,61.509998,-.0099999998,99.309998,.0099999998,146.76456,591.62592,.80123723,-1.4676455,5.9162588,16.195587,.30031988
141,130600,保定市,2002,5.0921569,6.5434489,8.989337,441,130000,Hebei (province),6.4850087,5.054585,8.9405966,6.699481,10,4,2,3,2,2,.97350538,1.1625419,1.3126037,9.8516922,3181505.5,10859449,.67000002,38.299999,61.029999,-.02,99.330002,.02,156.73947,655.24469,.80696732,-3.1347895,13.104894,16.200546,.29297116
142,130600,保定市,2003,5.1663651,6.6611471,9.0960426,812,130000,Hebei (province),6.5215006,5.1175365,8.9440117,6.7411351,10,4,2,3,2,2,.97301096,1.157061,1.3070718,9.8481359,3404043.8,11059777,.66000003,39.049999,60.290001,-.0099999998,99.339996,.0099999998,166.92366,679.59741,.80281216,-1.6692365,6.7959738,16.218826,.30778593
